,CARD_SIDO_NM,avg_temp,precipitation,avg_relative_humidity,year,month
21269,울산,25.4,0.0,97.4,2019,08
21270,경기,26.3,0.0,67.0,2019,08
21271,강원,26.5,0.0,74.6,2019,08
21272,충북,25.6,0.0,78.4,2019,08
21273,충남,25.3,0.0,79.4,2019,08
21274,전북,26.1,0.0,91.0,2019,08
21275,전남,26.7,0.0,88.0,2019,08
21276,경북,25.9,0.0,82.8,2019,08
21277,경남,26.5,0.0,87.6,2019,08
21278,제주,28.5,0.0,81.8,2019,08
21279,서울,26.2,0.0,58.4,2019,08
21280,부산,25.5,0.0,76.4,2019,08
21281,대구,26.4,0.0,62.8,2019,08
21282,광주,25.6,0.0,79.8,2019,08
21283,인천,25.8,0.0,62.8,2019,08
21284,대전,25.2,0.0,75.3,2019,08
21285,울산,24.8,0.0,78.3,2019,08
21286,경기,25.5,0.0,71.3,2019,08
21287,강원,26.6,0.0,51.1,2019,08
21288,충북,24.2,0.0,69.3,2019,08
21289,충남,24.1,0.0,74.1,2019,08
21290,전북,24.9,0.0,89.5,2019,08
21291,전남,25.8,0.0,77.6,2019,08
21292,경북,24.9,0.0,71.5,2019,08
21293,경남,24.5,0.0,78.3,2019,08
21294,제주,27.4,0.0,70.1,2019,08
21295,서울,24.1,0.0,60.9,2019,08
21296,부산,25.0,0.0,64.1,2019,08
21297,대구,23.4,0.0,74.9,2019,08
21298,광주,24.0,0.0,80.8,2019,08
21299,인천,24.2,0.0,68.5,2019,08
21300,대전,23.6,0.0,78.4,2019,08
21301,울산,23.3,0.0,73.8,2019,08
21302,경기,23.1,0.0,80.9,2019,08
21303,강원,24.4,0.0,62.4,2019,08
21304,충북,21.5,0.0,82.8,2019,08
21305,충남,22.1,0.0,85.5,2019,08
21306,전북,23.3,0.0,87.5,2019,08
21307,전남,25.3,0.0,67.3,2019,08
21308,경북,23.2,0.0,70.1,2019,08
21309,경남,24.1,0.0,68.8,2019,08
21310,제주,27.0,0.0,55.3,2019,08
21311,서울,25.0,0.0,66.6,2019,08
21312,부산,24.3,0.0,71.9,2019,08
21313,대구,24.8,0.0,71.6,2019,08
21314,광주,23.4,0.0,84.4,2019,08
21315,인천,24.8,0.0,71.9,2019,08
21316,대전,24.6,0.0,73.9,2019,08
21317,울산,23.9,0.0,76.0,2019,08
21318,경기,23.9,0.0,78.5,2019,08
21319,강원,23.4,0.0,76.4,2019,08
21320,충북,23.3,0.0,73.6,2019,08
21321,충남,22.5,0.0,78.0,2019,08
21322,전북,24.1,0.0,87.3,2019,08
21323,전남,24.1,0.0,77.3,2019,08
21324,경북,23.4,0.0,77.5,2019,08
21325,경남,23.2,0.0,77.6,2019,08
21326,제주,25.5,0.0,66.6,2019,08
21327,서울,26.4,0.0,63.8,2019,08
21328,부산,25.2,0.0,75.6,2019,08
21329,대구,25.4,0.0,71.8,2019,08
21330,광주,25.2,0.0,72.3,2019,08
21331,인천,25.9,0.0,75.8,2019,08
21332,대전,25.9,0.0,72.1,2019,08
21333,울산,24.7,0.0,77.1,2019,08
21334,경기,25.6,0.0,74.4,2019,08
21335,강원,24.9,0.0,73.0,2019,08
21336,충북,24.2,0.0,70.5,2019,08
21337,충남,24.2,0.0,76.1,2019,08
21338,전북,25.6,0.0,79.3,2019,08
21339,전남,24.0,0.0,81.1,2019,08
21340,경북,23.9,0.0,80.4,2019,08
21341,경남,24.5,0.0,74.6,2019,08
21342,제주,25.9,0.0,83.5,2019,08
21343,서울,25.7,0.0,71.1,2019,08
21344,부산,23.5,0.0,95.6,2019,08
21345,대구,22.5,0.0,95.1,2019,08
21346,광주,22.9,0.0,96.9,2019,08
21347,인천,24.9,0.0,76.6,2019,08
21348,대전,22.4,0.0,92.6,2019,08
21349,울산,22.4,0.0,97.3,2019,08
21350,경기,24.7,0.0,84.6,2019,08
21351,강원,23.8,0.0,74.6,2019,08
21352,충북,22.7,0.0,83.9,2019,08
21353,충남,23.3,0.0,86.8,2019,08
21354,전북,23.0,0.0,98.6,2019,08
21355,전남,23.3,0.0,99.5,2019,08
21356,경북,21.1,0.0,95.1,2019,08
21357,경남,22.5,0.0,91.9,2019,08
21358,제주,26.9,0.0,89.1,2019,08
21359,서울,26.1,0.0,66.2,2019,08
21360,부산,24.1,0.0,93.8,2019,08
21361,대구,23.6,0.0,94.4,2019,08
21362,광주,24.1,0.0,91.8,2019,08
21363,인천,25.6,0.0,75.0,2019,08
21364,대전,24.2,0.0,86.8,2019,08
21365,울산,23.4,0.0,94.9,2019,08
21366,경기,25.4,0.0,82.9,2019,08
21367,강원,25.1,0.0,70.3,2019,08
21368,충북,23.7,0.0,83.8,2019,08
21369,충남,24.4,0.0,83.8,2019,08
21370,전북,24.0,0.0,95.3,2019,08
21371,전남,24.2,0.0,93.5,2019,08
21372,경북,23.0,0.0,85.0,2019,08
21373,경남,23.6,0.0,89.3,2019,08
21374,제주,24.8,0.0,91.8,2019,08
21375,서울,23.4,0.0,77.1,2019,08
21376,부산,23.1,0.0,89.1,2019,08
21377,대구,23.3,0.0,94.1,2019,08
21378,광주,23.0,0.0,92.8,2019,08
21379,인천,23.8,0.0,79.8,2019,08
21380,대전,23.2,0.0,88.4,2019,08
21381,울산,22.3,0.0,95.8,2019,08
21382,경기,23.1,0.0,87.0,2019,08
21383,강원,25.2,0.0,58.0,2019,08
21384,충북,21.6,0.0,86.1,2019,08
21385,충남,21.9,0.0,92.0,2019,08
21386,전북,23.9,0.0,93.4,2019,08
21387,전남,22.5,0.0,93.6,2019,08
21388,경북,23.3,0.0,79.0,2019,08
21389,경남,21.8,0.0,90.9,2019,08
21390,제주,23.3,0.0,87.1,2019,08
21391,서울,22.6,0.0,66.3,2019,08
21392,부산,24.6,0.0,72.5,2019,08
21393,대구,24.5,0.0,72.9,2019,08
21394,광주,23.6,0.0,78.1,2019,08
21395,인천,23.1,0.0,67.5,2019,08
21396,대전,23.2,0.0,76.6,2019,08
21397,울산,23.7,0.0,74.8,2019,08
21398,경기,22.6,0.0,78.5,2019,08
21399,강원,25.3,0.0,48.9,2019,08
21400,충북,21.6,0.0,76.5,2019,08
21401,충남,21.6,0.0,78.0,2019,08
21402,전북,23.8,0.0,83.8,2019,08
21403,전남,24.5,0.0,69.4,2019,08
21404,경북,24.6,0.0,59.8,2019,08
21405,경남,23.6,0.0,71.3,2019,08
21406,제주,25.5,0.0,69.0,2019,08
21407,서울,23.5,0.0,65.0,2019,08
21408,부산,24.4,0.0,66.4,2019,08
21409,대구,23.9,0.0,72.3,2019,08
21410,광주,23.4,0.0,79.0,2019,08
21411,인천,23.5,0.0,69.4,2019,08
21412,대전,23.3,0.0,75.4,2019,08
21413,울산,23.9,0.0,64.8,2019,08
21414,경기,22.6,0.0,80.0,2019,08
21415,강원,24.5,0.0,57.5,2019,08
21416,충북,21.9,0.0,75.4,2019,08
21417,충남,21.1,0.0,82.0,2019,08
21418,전북,23.5,0.0,82.3,2019,08
21419,전남,24.3,0.0,74.4,2019,08
21420,경북,23.6,0.0,66.4,2019,08
21421,경남,23.9,0.0,67.5,2019,08
21422,제주,24.9,0.0,64.4,2019,08
21423,서울,23.7,0.0,64.0,2019,09
21424,부산,23.7,0.0,82.4,2019,09
21425,대구,21.9,0.0,89.9,2019,09
21426,광주,22.1,0.0,88.3,2019,09
21427,인천,23.6,0.0,73.5,2019,09
21428,대전,23.5,0.0,79.0,2019,09
21429,울산,22.6,0.0,85.8,2019,09
21430,경기,23.2,0.0,78.6,2019,09
21431,강원,24.0,0.0,66.6,2019,09
21432,충북,21.9,0.0,82.3,2019,09
21433,충남,21.3,0.0,82.1,2019,09
21434,전북,23.4,0.0,86.1,2019,09
21435,전남,23.0,0.0,84.5,2019,09
21436,경북,23.0,0.0,74.9,2019,09
21437,경남,22.8,0.0,82.4,2019,09
21438,제주,23.3,0.0,80.6,2019,09
21439,서울,24.4,0.0,56.6,2019,09
21440,부산,21.4,0.0,98.6,2019,09
21441,대구,20.8,0.0,97.1,2019,09
21442,광주,21.1,0.0,94.3,2019,09
21443,인천,24.6,0.0,65.8,2019,09
21444,대전,22.6,0.0,86.0,2019,09
21445,울산,20.8,0.0,97.9,2019,09
21446,경기,24.3,0.0,74.8,2019,09
21447,강원,24.1,0.0,63.3,2019,09
21448,충북,22.2,0.0,82.5,2019,09
21449,충남,22.6,0.0,79.4,2019,09
21450,전북,21.9,0.0,94.1,2019,09
21451,전남,21.2,0.0,96.8,2019,09
21452,경북,21.2,0.0,82.3,2019,09
21453,경남,20.9,0.0,92.8,2019,09
21454,제주,24.1,0.0,93.8,2019,09
21455,서울,24.1,0.0,67.6,2019,09
21456,부산,23.0,0.0,95.3,2019,09
21457,대구,21.6,0.0,95.9,2019,09
21458,광주,22.6,0.0,98.1,2019,09
21459,인천,24.6,0.0,73.3,2019,09
21460,대전,22.3,0.0,95.1,2019,09
21461,울산,22.2,0.0,97.1,2019,09
21462,경기,23.8,0.0,82.0,2019,09
21463,강원,20.7,0.0,87.9,2019,09
21464,충북,21.7,0.0,90.0,2019,09
21465,충남,23.3,0.0,85.5,2019,09
21466,전북,23.2,0.0,99.0,2019,09
21467,전남,22.4,0.0,99.0,2019,09
21468,경북,21.0,0.0,97.4,2019,09
21469,경남,22.2,0.0,92.5,2019,09
21470,제주,24.8,0.0,93.3,2019,09
21471,서울,22.8,0.0,89.0,2019,09
21472,부산,24.5,0.0,93.3,2019,09
21473,대구,24.1,0.0,91.4,2019,09
21474,광주,24.4,0.0,95.5,2019,09
21475,인천,22.9,0.0,91.4,2019,09
21476,대전,24.5,0.0,92.0,2019,09
21477,울산,23.8,0.0,96.8,2019,09
21478,경기,23.3,0.0,93.6,2019,09
21479,강원,22.0,0.0,95.6,2019,09
21480,충북,23.1,0.0,89.0,2019,09
21481,충남,24.0,0.0,90.3,2019,09
21482,전북,25.0,0.0,97.0,2019,09
21483,전남,24.0,0.0,98.6,2019,09
21484,경북,23.4,0.0,92.9,2019,09
21485,경남,23.7,0.0,92.0,2019,09
21486,제주,24.7,0.0,91.6,2019,09
21487,서울,23.0,0.0,91.4,2019,09
21488,부산,26.5,0.0,88.6,2019,09
21489,대구,25.5,0.0,87.5,2019,09
21490,광주,24.9,0.0,91.1,2019,09
21491,인천,23.0,0.0,94.4,2019,09
21492,대전,24.4,0.0,94.3,2019,09
21493,울산,26.0,0.0,89.3,2019,09
21494,경기,23.5,0.0,96.6,2019,09
21495,강원,23.6,0.0,93.4,2019,09
21496,충북,23.8,0.0,89.5,2019,09
21497,충남,23.0,0.0,96.0,2019,09
21498,전북,24.4,0.0,97.4,2019,09
21499,전남,25.4,0.0,89.5,2019,09
21500,경북,25.5,0.0,87.3,2019,09
21501,경남,25.7,0.0,84.4,2019,09
21502,제주,26.2,0.0,89.3,2019,09
21503,서울,25.3,0.0,79.8,2019,09
21504,부산,27.0,0.0,84.8,2019,09
21505,대구,26.7,0.0,81.3,2019,09
21506,광주,25.6,0.0,90.6,2019,09
21507,인천,24.7,0.0,88.8,2019,09
21508,대전,25.6,0.0,89.3,2019,09
21509,울산,26.5,0.0,89.6,2019,09
21510,경기,26.0,0.0,88.3,2019,09
21511,강원,24.1,0.0,90.1,2019,09
21512,충북,26.0,0.0,80.1,2019,09
21513,충남,25.0,0.0,91.8,2019,09
21514,전북,25.9,0.0,95.0,2019,09
21515,전남,26.4,0.0,83.3,2019,09
21516,경북,25.7,0.0,88.6,2019,09
21517,경남,27.3,0.0,75.5,2019,09
21518,제주,26.8,0.0,89.9,2019,09
21519,서울,25.7,0.0,72.9,2019,09
21520,부산,26.0,0.0,88.1,2019,09
21521,대구,27.1,0.0,74.3,2019,09
21522,광주,24.7,0.0,95.1,2019,09
21523,인천,25.2,0.0,80.3,2019,09
21524,대전,26.2,0.0,81.4,2019,09
21525,울산,26.3,0.0,91.3,2019,09
21526,경기,26.4,0.0,79.8,2019,09
21527,강원,27.3,0.0,72.6,2019,09
21528,충북,27.0,0.0,71.4,2019,09
21529,충남,24.6,0.0,87.3,2019,09
21530,전북,26.6,0.0,90.3,2019,09
21531,전남,25.3,0.0,90.1,2019,09
21532,경북,26.5,0.0,80.5,2019,09
21533,경남,25.3,0.0,84.5,2019,09
21534,제주,27.6,0.0,80.0,2019,09
21535,서울,24.7,0.0,76.9,2019,09
21536,부산,25.3,0.0,91.8,2019,09
21537,대구,26.0,0.0,76.5,2019,09
21538,광주,24.7,0.0,94.4,2019,09
21539,인천,24.2,0.0,85.8,2019,09
21540,대전,25.3,0.0,87.5,2019,09
21541,울산,25.3,0.0,88.5,2019,09
21542,경기,24.5,0.0,89.9,2019,09
21543,강원,27.3,0.0,59.8,2019,09
21544,충북,24.4,0.0,84.8,2019,09
21545,충남,24.1,0.0,90.1,2019,09
21546,전북,25.1,0.4,94.8,2019,09
21547,전남,24.1,1.1,95.8,2019,09
21548,경북,25.9,0.0,75.1,2019,09
21549,경남,25.3,0.0,83.0,2019,09
21550,제주,24.5,19.0,94.5,2019,09
21551,서울,25.1,0.0,74.3,2019,09
21552,부산,27.0,0.0,85.3,2019,09
21553,대구,26.8,0.0,79.3,2019,09
21554,광주,24.6,0.0,97.1,2019,09
21555,인천,25.3,0.0,76.1,2019,09
21556,대전,24.0,0.0,96.4,2019,09
21557,울산,27.0,0.0,87.0,2019,09
21558,경기,24.4,0.0,91.4,2019,09
21559,강원,25.8,0.0,72.0,2019,09
21560,충북,23.7,0.0,91.8,2019,09
21561,충남,23.5,0.0,94.4,2019,09
21562,전북,24.9,0.0,98.8,2019,09
21563,전남,25.7,0.0,91.1,2019,09
21564,경북,25.5,0.0,78.6,2019,09
21565,경남,26.8,0.0,80.0,2019,09
21566,제주,26.2,0.0,92.9,2019,09
21567,서울,23.8,0.0,93.4,2019,09
21568,부산,26.7,0.0,87.0,2019,09
21569,대구,27.4,0.0,70.8,2019,09
21570,광주,26.7,0.0,82.3,2019,09
21571,인천,23.8,0.0,95.0,2019,09
21572,대전,27.2,0.0,78.6,2019,09
21573,울산,27.1,0.0,83.5,2019,09
21574,경기,24.9,0.0,94.3,2019,09
21575,강원,22.5,0.0,87.5,2019,09
21576,충북,26.3,0.0,79.8,2019,09
21577,충남,24.8,0.0,90.9,2019,09
21578,전북,27.6,0.0,84.5,2019,09
21579,전남,26.2,0.0,87.1,2019,09
21580,경북,24.5,0.0,85.0,2019,09
21581,경남,26.7,0.0,78.6,2019,09
21582,제주,27.0,0.0,79.5,2019,09
21583,서울,24.3,0.0,71.4,2019,09
21584,부산,25.1,0.0,87.6,2019,09
21585,대구,25.3,0.0,74.6,2019,09
21586,광주,26.7,0.0,86.3,2019,09
21587,인천,24.3,0.0,74.0,2019,09
21588,대전,25.3,0.0,84.1,2019,09
21589,울산,23.9,0.0,90.9,2019,09
21590,경기,24.2,0.0,84.6,2019,09
21591,강원,20.1,0.0,95.9,2019,09
21592,충북,22.9,0.0,85.9,2019,09
21593,충남,23.5,0.0,90.6,2019,09
21594,전북,25.5,0.0,95.6,2019,09
21595,전남,25.8,0.0,89.3,2019,09
21596,경북,22.1,0.0,90.0,2019,09
21597,경남,25.9,0.0,79.4,2019,09
21598,제주,26.0,0.0,88.5,2019,09
21599,서울,21.0,0.0,72.3,2019,09
21600,부산,21.6,0.0,79.9,2019,09
21601,대구,20.2,0.0,87.8,2019,09
21602,광주,22.3,0.0,92.5,2019,09
21603,인천,20.5,0.0,77.5,2019,09
21604,대전,20.8,0.0,85.8,2019,09
21605,울산,21.3,0.0,79.5,2019,09
21606,경기,20.7,0.0,83.9,2019,09
21607,강원,19.9,0.0,79.9,2019,09
21608,충북,20.3,0.0,75.1,2019,09
21609,충남,21.9,0.0,76.4,2019,09
21610,전북,21.4,0.0,97.1,2019,09
21611,전남,22.0,0.0,79.8,2019,09
21612,경북,20.7,0.0,80.0,2019,09
21613,경남,21.5,0.0,72.9,2019,09
21614,제주,24.1,0.0,86.3,2019,09
21615,서울,23.3,0.0,60.4,2019,09
21616,부산,23.2,0.0,67.6,2019,09
21617,대구,21.5,0.0,75.5,2019,09
21618,광주,23.7,0.0,74.8,2019,09
21619,인천,22.5,0.0,69.9,2019,09
21620,대전,22.9,0.0,73.9,2019,09
21621,울산,21.8,0.0,76.3,2019,09
21622,경기,22.6,0.0,76.0,2019,09
21623,강원,20.4,0.0,76.1,2019,09
21624,충북,20.8,0.0,74.3,2019,09
21625,충남,22.3,0.0,74.5,2019,09
21626,전북,23.3,0.0,82.8,2019,09
21627,전남,23.4,0.0,69.1,2019,09
21628,경북,21.5,0.0,75.1,2019,09
21629,경남,22.8,0.0,64.6,2019,09
21630,제주,24.0,0.0,73.4,2019,09
21631,서울,22.4,0.0,80.0,2019,09
21632,부산,23.8,0.0,73.9,2019,09
21633,대구,23.0,0.0,73.3,2019,09
21634,광주,24.0,0.0,80.9,2019,09
21635,인천,22.7,0.0,86.1,2019,09
21636,대전,23.4,0.0,82.3,2019,09
21637,울산,23.1,0.0,78.9,2019,09
21638,경기,22.4,0.0,89.5,2019,09
21639,강원,22.9,0.0,71.9,2019,09
21640,충북,21.1,0.0,82.4,2019,09
21641,충남,21.6,0.0,93.9,2019,09
21642,전북,23.2,0.0,92.4,2019,09
21643,전남,24.2,0.0,69.8,2019,09
21644,경북,23.1,0.0,71.5,2019,09
21645,경남,23.3,0.0,68.1,2019,09
21646,제주,24.3,0.0,76.5,2019,09
21647,서울,24.2,0.0,70.4,2019,09
21648,부산,24.9,0.0,71.4,2019,09
21649,대구,23.9,0.0,74.5,2019,09
21650,광주,24.9,0.0,83.8,2019,09
21651,인천,23.5,0.0,80.0,2019,09
21652,대전,25.3,0.0,79.0,2019,09
21653,울산,23.3,0.0,80.5,2019,09
21654,경기,23.9,0.0,83.5,2019,09
21655,강원,20.6,0.0,84.1,2019,09
21656,충북,23.6,0.0,76.6,2019,09
21657,충남,23.3,0.0,80.8,2019,09
21658,전북,24.6,0.0,91.8,2019,09
21659,전남,25.2,0.0,79.5,2019,09
21660,경북,22.0,0.0,79.1,2019,09
21661,경남,25.1,0.0,72.1,2019,09
21662,제주,24.6,0.0,84.3,2019,09
21663,서울,24.5,0.0,53.0,2019,09
21664,부산,23.4,0.0,65.5,2019,09
21665,대구,21.9,0.0,66.8,2019,09
21666,광주,24.6,0.0,77.6,2019,09
21667,인천,24.1,0.0,60.3,2019,09
21668,대전,24.5,0.0,70.8,2019,09
21669,울산,21.6,0.0,74.9,2019,09
21670,경기,24.2,0.0,68.1,2019,09
21671,강원,19.8,0.0,67.5,2019,09
21672,충북,22.9,0.0,65.3,2019,09
21673,충남,23.4,0.0,75.1,2019,09
21674,전북,24.1,0.0,84.6,2019,09
21675,전남,24.2,0.0,79.1,2019,09
21676,경북,20.2,0.0,72.6,2019,09
21677,경남,23.0,0.0,63.9,2019,09
21678,제주,24.6,0.0,82.8,2019,09
21679,서울,23.5,0.0,41.6,2019,09
21680,부산,22.9,0.0,60.3,2019,09
21681,대구,21.0,0.0,65.4,2019,09
21682,광주,23.7,0.0,56.9,2019,09
21683,인천,23.9,0.0,49.0,2019,09
21684,대전,23.0,0.0,65.4,2019,09
21685,울산,21.7,0.0,70.9,2019,09
21686,경기,22.9,0.0,58.3,2019,09
21687,강원,20.6,0.0,73.0,2019,09
21688,충북,21.0,0.0,65.1,2019,09
21689,충남,22.6,0.0,59.8,2019,09
21690,전북,22.9,0.0,69.4,2019,09
21691,전남,23.5,0.0,58.4,2019,09
21692,경북,21.0,0.0,75.3,2019,09
21693,경남,22.8,0.0,56.0,2019,09
21694,제주,23.8,0.0,67.3,2019,09
21695,서울,21.0,0.0,46.0,2019,09
21696,부산,22.9,0.0,60.0,2019,09
21697,대구,22.5,0.0,61.6,2019,09
21698,광주,22.2,0.0,60.5,2019,09
21699,인천,20.5,0.0,49.8,2019,09
21700,대전,21.9,0.0,60.1,2019,09
21701,울산,21.7,0.0,72.0,2019,09
21702,경기,20.7,0.0,60.6,2019,09
21703,강원,21.1,0.0,64.3,2019,09
21704,충북,20.5,0.0,66.0,2019,09
21705,충남,20.4,0.0,60.3,2019,09
21706,전북,21.6,0.0,68.4,2019,09
21707,전남,23.5,0.0,65.3,2019,09
21708,경북,22.0,0.0,68.1,2019,09
21709,경남,22.5,0.0,57.8,2019,09
21710,제주,23.3,0.0,69.9,2019,09
21711,서울,19.5,0.0,46.5,2019,09
21712,부산,21.6,0.0,58.1,2019,09
21713,대구,20.9,0.0,61.6,2019,09
21714,광주,20.6,0.0,57.1,2019,09
21715,인천,19.2,0.0,48.0,2019,09
21716,대전,20.2,0.0,66.1,2019,09
21717,울산,20.1,0.0,64.4,2019,09
21718,경기,19.2,0.0,66.1,2019,09
21719,강원,19.7,0.0,69.3,2019,09
21720,충북,18.1,0.0,72.9,2019,09
21721,충남,18.9,0.0,60.4,2019,09
21722,전북,19.6,0.0,73.5,2019,09
21723,전남,22.1,0.0,65.6,2019,09
21724,경북,19.4,0.0,66.1,2019,09
21725,경남,20.6,0.0,64.4,2019,09
21726,제주,22.8,0.0,65.9,2019,09
21727,서울,19.6,0.0,52.8,2019,09
21728,부산,21.5,0.0,66.1,2019,09
21729,대구,19.8,0.0,69.6,2019,09
21730,광주,20.6,0.0,68.0,2019,09
21731,인천,19.9,0.0,55.5,2019,09
21732,대전,20.0,0.0,72.4,2019,09
21733,울산,20.2,0.0,72.8,2019,09
21734,경기,20.2,0.0,68.6,2019,09
21735,강원,19.5,0.0,65.6,2019,09
21736,충북,18.9,0.0,70.6,2019,09
21737,충남,19.7,0.0,60.9,2019,09
21738,전북,19.7,0.0,84.8,2019,09
21739,전남,21.7,0.0,64.0,2019,09
21740,경북,19.3,0.0,75.0,2019,09
21741,경남,20.8,0.0,61.4,2019,09
21742,제주,22.5,0.0,72.9,2019,09
21743,서울,19.6,0.0,60.3,2019,09
21744,부산,18.2,0.0,93.3,2019,09
21745,대구,18.5,0.0,91.5,2019,09
21746,광주,17.9,0.0,92.1,2019,09
21747,인천,20.3,0.0,61.6,2019,09
21748,대전,17.8,0.0,86.9,2019,09
21749,울산,18.3,0.0,96.4,2019,09
21750,경기,19.2,0.0,75.1,2019,09
21751,강원,17.6,0.0,83.0,2019,09
21752,충북,16.8,0.0,86.5,2019,09
21753,충남,18.3,0.0,77.6,2019,09
21754,전북,17.6,0.0,97.4,2019,09
21755,전남,18.5,0.0,88.8,2019,09
21756,경북,18.9,0.0,89.8,2019,09
21757,경남,17.6,0.0,88.4,2019,09
21758,제주,20.5,0.0,91.4,2019,09
21759,서울,18.6,0.0,63.4,2019,09
21760,부산,18.2,0.0,95.6,2019,09
21761,대구,18.1,0.0,91.3,2019,09
21762,광주,18.4,0.0,85.5,2019,09
21763,인천,19.4,0.0,61.1,2019,09
21764,대전,16.4,0.0,95.8,2019,09
21765,울산,18.4,0.0,97.5,2019,09
21766,경기,17.5,0.0,86.5,2019,09
21767,강원,16.6,0.0,91.3,2019,09
21768,충북,16.7,0.0,84.3,2019,09
21769,충남,16.9,0.0,85.9,2019,09
21770,전북,17.8,0.0,94.1,2019,09
21771,전남,18.8,0.0,82.4,2019,09
21772,경북,17.2,0.0,97.1,2019,09
21773,경남,18.4,0.0,83.9,2019,09
21774,제주,20.4,0.0,90.6,2019,09
21775,서울,20.0,0.0,51.1,2019,09
21776,부산,17.9,0.0,91.1,2019,09
21777,대구,19.1,0.0,74.5,2019,09
21778,광주,19.4,0.0,73.5,2019,09
21779,인천,19.8,0.0,53.6,2019,09
21780,대전,17.8,0.0,81.9,2019,09
21781,울산,18.0,0.0,88.9,2019,09
21782,경기,19.1,0.0,69.1,2019,09
21783,강원,16.5,0.0,78.4,2019,09
21784,충북,15.8,0.0,84.5,2019,09
21785,충남,18.4,0.0,67.0,2019,09
21786,전북,19.0,0.0,84.4,2019,09
21787,전남,19.3,0.0,84.0,2019,09
21788,경북,,0.0,,2019,09
21789,경남,17.9,0.0,82.4,2019,09
21790,제주,21.0,0.0,73.9,2019,09
21791,서울,19.8,0.0,61.3,2019,09
21792,부산,19.4,0.0,70.5,2019,09
21793,대구,19.1,0.0,71.1,2019,09
21794,광주,19.3,0.0,73.8,2019,09
21795,인천,20.2,0.0,65.5,2019,09
21796,대전,18.3,0.0,78.8,2019,09
21797,울산,18.3,0.0,73.4,2019,09
21798,경기,18.3,0.0,75.6,2019,09
21799,강원,19.3,0.0,60.5,2019,09
21800,충북,16.3,0.0,85.1,2019,09
21801,충남,17.4,0.0,78.1,2019,09
21802,전북,18.8,0.0,84.3,2019,09
21803,전남,19.9,0.0,77.4,2019,09
21804,경북,,0.0,,2019,09
21805,경남,19.2,0.0,72.8,2019,09
21806,제주,20.4,0.0,62.3,2019,09
21807,서울,20.9,0.0,64.4,2019,09
21808,부산,20.4,0.0,69.4,2019,09
21809,대구,19.0,0.0,73.3,2019,09
21810,광주,19.7,0.0,71.4,2019,09
21811,인천,20.8,0.0,74.1,2019,09
21812,대전,18.8,0.0,81.4,2019,09
21813,울산,19.0,0.0,79.0,2019,09
21814,경기,19.6,0.0,83.0,2019,09
21815,강원,19.7,0.0,73.0,2019,09
21816,충북,17.0,0.0,87.1,2019,09
21817,충남,18.6,0.0,81.0,2019,09
21818,전북,19.8,0.0,83.5,2019,09
21819,전남,20.5,0.0,72.5,2019,09
21820,경북,17.9,0.0,78.9,2019,09
21821,경남,19.3,0.0,69.1,2019,09
21822,제주,21.8,0.0,67.5,2019,09
21823,서울,22.9,0.0,59.3,2019,09
21824,부산,22.9,0.0,74.1,2019,09
21825,대구,21.6,0.0,76.6,2019,09
21826,광주,21.8,0.0,76.6,2019,09
21827,인천,22.9,0.0,61.1,2019,09
21828,대전,20.9,0.0,80.9,2019,09
21829,울산,21.8,0.0,84.5,2019,09
21830,경기,22.1,0.0,73.6,2019,09
21831,강원,20.4,0.0,72.0,2019,09
21832,충북,19.3,0.0,79.6,2019,09
21833,충남,20.4,0.0,78.0,2019,09
21834,전북,21.0,0.0,88.1,2019,09
21835,전남,22.5,0.0,71.1,2019,09
21836,경북,19.5,0.0,87.9,2019,09
21837,경남,22.0,0.0,68.1,2019,09
21838,제주,23.8,0.0,85.0,2019,09
21839,서울,22.9,0.0,57.5,2019,09
21840,부산,22.1,0.0,86.4,2019,09
21841,대구,22.2,0.0,80.8,2019,09
21842,광주,23.3,0.0,80.5,2019,09
21843,인천,23.2,0.0,61.3,2019,09
21844,대전,22.7,0.0,78.4,2019,09
21845,울산,21.4,0.0,92.6,2019,09
21846,경기,22.7,0.0,68.0,2019,09
21847,강원,20.3,0.0,72.5,2019,09
21848,충북,19.4,0.0,78.5,2019,09
21849,충남,22.0,0.0,75.6,2019,09
21850,전북,23.5,0.0,84.0,2019,09
21851,전남,22.3,0.0,84.3,2019,09
21852,경북,20.5,0.0,87.9,2019,09
21853,경남,21.5,0.0,81.1,2019,09
21854,제주,23.8,0.0,94.4,2019,09
21855,서울,23.7,0.0,58.9,2019,09
21856,부산,22.4,0.0,99.4,2019,09
21857,대구,23.2,0.0,88.1,2019,09
21858,광주,24.2,0.0,87.8,2019,09
21859,인천,23.1,0.0,69.1,2019,09
21860,대전,24.2,0.0,79.0,2019,09
21861,울산,22.1,0.0,97.5,2019,09
21862,경기,22.8,0.0,79.4,2019,09
21863,강원,21.4,0.0,82.0,2019,09
21864,충북,21.7,0.0,82.1,2019,09
21865,충남,21.8,0.0,76.6,2019,09
21866,전북,24.0,0.0,90.0,2019,09
21867,전남,22.9,0.0,96.8,2019,09
21868,경북,21.9,0.0,90.0,2019,09
21869,경남,22.2,0.0,91.8,2019,09
21870,제주,24.1,0.0,97.9,2019,09
21871,서울,22.6,0.0,60.6,2019,09
21872,부산,23.9,0.0,91.9,2019,09
21873,대구,24.9,0.0,75.3,2019,09
21874,광주,24.4,0.0,78.8,2019,09
21875,인천,21.7,0.0,75.0,2019,09
